,file_path,modality,vocal_channel,emotion,emotion_code,intensity,statement,repetition,actor,gender,id,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcct_0,mfcct_1,mfcct_2,mfcct_3,mfcct_4,mfcct_5,mfcct_6,mfcct_7,mfcct_8,mfcct_9,mfcct_10,mfcct_11,mfcct_12,file
0,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-01-16.wav,3,1,angry,5,1,2,1,16,female,03-01-05-01-02-01-16.wav,-542.2605,33.78299,-3.803622,3.0919855,-9.681706,-6.023739,-8.644806,-11.424565,-11.615021,-1.2892501,-7.2457585,-5.9468737,-3.1478207,-0.00028043668,-0.00039089925,-0.0003745175,-0.00034779205,-0.00031141134,-0.0002664645,-0.00021408578,-0.00015584957,-9.327951e-05,-2.8062854e-05,3.8045397e-05,0.000103343875,0.00016616224,03-01-05-01-02-01-16.wav
1,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-02-16.wav,3,1,fearful,6,1,2,2,16,female,03-01-06-01-02-02-16.wav,-550.81915,37.23245,-5.966861,4.732355,-2.0085783,-9.404682,-14.451254,-14.265596,-8.414461,0.75880015,-12.590664,-7.83936,1.5324706,-2.794142e-05,-3.9410283e-05,-3.8800303e-05,-3.775064e-05,-3.636348e-05,-3.4604753e-05,-3.247447e-05,-2.9991199e-05,-2.7223066e-05,-2.4194842e-05,-2.0906522e-05,-1.7445776e-05,-1.3815892e-05,03-01-06-01-02-02-16.wav
2,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-02-16.wav,3,1,fearful,6,2,1,2,16,female,03-01-06-02-01-02-16.wav,-390.477,18.890251,-27.031872,0.8723717,-9.466908,-16.579594,-13.888438,-13.2483225,-9.088617,-0.59835094,-14.074069,-2.6092675,9.437297,0.017518606,0.003848911,-0.012840117,0.002714856,0.009607789,-0.0005282526,-0.012254727,-0.013933834,0.0042459,0.009149427,-0.011581006,-0.0082623735,0.013371643,03-01-06-02-01-02-16.wav
3,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-01-16.wav,3,1,angry,5,2,1,1,16,female,03-01-05-02-01-01-16.wav,-440.9078,33.383163,-8.692478,4.5283694,-10.455301,-11.298502,-4.23206,-10.755426,-9.554723,1.8070232,-9.219636,-3.2875636,-0.88363904,-0.0006438854,-0.00090026855,-0.00087090424,-0.000822533,-0.0007562859,-0.000673222,-0.0005749991,-0.00046351898,-0.0003409053,-0.00020945905,-7.167528e-05,6.977347e-05,0.00021233947,03-01-05-02-01-01-16.wav
4,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-01-16.wav,3,1,disgust,7,1,1,1,16,female,03-01-07-01-01-01-16.wav,-625.4138,50.351124,-0.10346365,9.324964,-5.05266,-1.2022092,-9.441997,-10.114929,-6.7675557,0.7877248,-6.3939376,-5.310206,1.6811866,0.03674878,0.048863247,0.041429777,0.033721443,0.028589869,0.025622508,0.022123033,0.016084367,0.008408608,0.0024261563,0.0011450703,0.004572494,0.009400339,03-01-07-01-01-01-16.wav
5,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-02-16.wav,3,1,sad,4,1,1,2,16,female,03-01-04-01-01-02-16.wav,-667.4001,59.642807,3.0316894,10.734395,-3.258639,-9.224376,-13.292101,-9.636475,-4.8399014,-2.5742586,-9.710683,-4.0401535,0.121355824,0.044410072,0.05821437,0.046788696,0.033925876,0.024385367,0.019352654,0.016397968,0.012142242,0.0053106416,-0.002303567,-0.007554224,-0.008676001,-0.00670057,03-01-04-01-01-02-16.wav
6,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-02-16.wav,3,1,sad,4,2,2,2,16,female,03-01-04-02-02-02-16.wav,-595.4007,51.960415,-8.388944,7.897839,-0.44239664,-13.809476,-22.989067,-11.996376,-3.9496813,-1.8608876,-13.484977,-5.7325706,2.2063344,0.08944134,0.073622234,0.022997465,0.037405856,0.035485275,0.014753306,-0.0066783503,-0.015693719,0.0165036,0.024457423,-0.009415135,-0.00025206618,0.022485854,03-01-04-02-02-02-16.wav
7,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-01-16.wav,3,1,disgust,7,2,2,1,16,female,03-01-07-02-02-01-16.wav,-573.01886,47.702213,8.315763,9.39464,-1.6831181,-8.62671,-12.220373,-11.266495,-10.968115,2.8155622,-12.174966,-5.5607405,-1.4223807,0.15090209,0.19186874,0.13819604,0.07560562,0.02160873,-0.019351352,-0.048520606,-0.06405949,-0.062438026,-0.045677535,-0.022839744,-0.0036445756,0.0072394256,03-01-07-02-02-01-16.wav
8,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-01-16.wav,3,1,surprised,8,2,2,1,16,female,03-01-08-02-02-01-16.wav,-511.74347,39.926937,-10.429711,-0.11581168,-5.946579,-15.16559,-14.706603,-10.991037,-9.101171,-3.9145706,-11.386825,-2.6643353,-2.8705885,-0.008224487,-0.011485806,-0.011054324,-0.010350227,-0.009395314,-0.0082189385,-0.0068572154,-0.0053510293,-0.0037450418,-0.0020859705,-0.0004208676,0.001204534,0.0027472384,03-01-08-02-02-01-16.wav
9,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-01-16.wav,3,1,surprised,8,1,1,1,16,female,03-01-08-01-01-01-16.wav,-610.3378,45.777775,-8.518453,4.789655,-5.6445065,-10.512264,-12.236601,-8.404195,-3.2949688,-3.00537,-10.023214,-1.8259985,-5.563401,0.010181701,0.01419182,0.013579512,0.012585216,0.011247049,0.009615717,0.0077510676,0.005717826,0.0035819882,0.0014080098,-0.0007421581,-0.0028104251,-0.004742772,03-01-08-01-01-01-16.wav
10,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-02-16.wav,3,1,happy,3,2,2,2,16,female,03-01-03-02-02-02-16.wav,-531.83014,36.177265,-9.514291,5.053874,-3.2367592,-11.967565,-10.899473,-9.773921,-6.809905,1.9978194,-8.246627,-5.5969625,-0.6143785,-0.0017432236,-0.0024429879,-0.002377359,-0.0022694191,-0.002121367,-0.0019358193,-0.0017163928,-0.001467193,-0.0011929536,-0.0008988366,-0.00059040583,-0.00027335563,4.6341884e-05,03-01-03-02-02-02-16.wav
11,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-02-16.wav,3,1,happy,3,1,1,2,16,female,03-01-03-01-01-02-16.wav,-569.3299,40.16785,-7.3726344,10.3219595,-1.6827226,-6.3863535,-9.667097,-6.645212,-2.8496525,-0.610406,-8.759113,-2.7755315,-0.28117234,-0.025462601,-0.005024796,0.038393945,0.03526365,0.01938965,0.045614038,0.08345665,0.072566904,0.030664708,0.016841672,0.0282089,0.017808476,-0.014553913,03-01-03-01-01-02-16.wav
12,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-01-16.wav,3,1,calm,2,2,1,1,16,female,03-01-02-02-01-01-16.wav,-646.4606,49.533928,1.0609254,6.8442574,-2.407385,-7.6600275,-11.154953,-5.870488,-2.7463343,-3.7459867,-8.296105,-3.5009534,-3.4550416,0.0043746126,0.0060546785,0.0056621046,0.005028525,0.004203305,0.0032686417,0.0023207993,0.0014380438,0.0006554669,-3.5448702e-05,-0.00066244387,-0.0012434028,-0.0017723095,03-01-02-02-01-01-16.wav
13,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-02-16.wav,3,1,neutral,1,1,2,2,16,female,03-01-01-01-02-02-16.wav,-636.2109,44.55713,5.051871,8.732717,-0.100771025,-9.577709,-11.6370535,-7.4877915,-4.772523,-4.031633,-6.1360984,-1.5183896,-5.4918475,0.02589793,0.03527842,0.031827852,0.027595917,0.023654055,0.020130578,0.016361013,0.01171392,0.0063464423,0.001221793,-0.002637182,-0.005007787,-0.006686136,03-01-01-01-02-02-16.wav
14,/Users/upendrasuryajonnalagadda/mindseye/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-01-16.wav,3,1,calm,2,1,2,1,16,female,03-01-02-01-02-01-16.wav,-668.63855,44.037388,9.045462,9.658761,1.0042176,-10.988053,-12.244318,-6.454438,-6.6376076,-3.0739195,-9.954463,-2.4193661,-2.2213202,0.021550247,0.029277941,0.02610952,0.02196056,0.01774553,0.013794132,0.009847926,0.005526066,0.0008624705,-0.0035311857,-0.0068119676,-0.0084890975,-0.0087806685,03-01-02-01-02-01-16.wav
